,comment,likes,comment_published_at,video_title,video_published_at,video_url,month-year,lang,comment_sentiment
6949,1 million views incoming!,0,2025-02-04 14:05:06-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.882734842132777
7501,1,1,2025-02-13 12:39:58-05:00,2025 Tesla Model C: Elon Musk Announces The Game-Changing EV for the Masses! Never Been Cheaper. MIX,2025-02-13 07:30:31-05:00,https://www.youtube.com/watch?v=lVJ6-B3poHo,February-2025,unkown,-0.08354076743125916
7519,Do we think the Model C will be affordable for the mass market?,0,2025-02-13 04:49:07-05:00,2025 Tesla Model C: Elon Musk Announces The Game-Changing EV for the Masses! Never Been Cheaper. MIX,2025-02-13 07:30:31-05:00,https://www.youtube.com/watch?v=lVJ6-B3poHo,February-2025,en,0.08015931025147438
6739,When does the 6-wheeled version come out??,0,2025-02-03 09:54:38-05:00,NEW Tesla Model Y REVEALED! – all changes in detail | What Car?,2025-01-24 01:00:26-05:00,https://www.youtube.com/watch?v=mkc6j0a4PB0,February-2025,en,0.046940166503190994
4869,I am Never Buying a Swasticar 😮,0,2025-02-17 17:59:19-05:00,"NEW Tesla Model 3 Performance Review // More Like POOformance, Amirite?",2024-09-25 08:01:09-04:00,https://www.youtube.com/watch?v=s95xMWkqk-c,February-2025,en,-0.7672194931656122
4028,Tesla can see ghosts. Try visiting a graveyard 😂,0,2025-02-19 15:35:33-05:00,NEW Tesla Model 3 Performance: 0-60mph & REVIEW,2024-07-08 06:10:50-04:00,https://www.youtube.com/watch?v=mmjN3Z4HcEI,February-2025,en,0.03773100674152374
6966,It's funny that I like the old and new model designs equally! Each beautiful in its own way.,0,2025-02-01 15:58:00-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.9554081028327346
6941,"Swastika comes standard, or is it extra trim?",6,2025-02-06 22:11:02-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.02185893803834915
6913,who cares - it's an Elon machine - no way no how,2,2025-02-16 01:15:22-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.5601169429719448
7499,"Yes I would like to know more about it,distance or range 1",0,2025-02-13 12:58:00-05:00,2025 Tesla Model C: Elon Musk Announces The Game-Changing EV for the Masses! Never Been Cheaper. MIX,2025-02-13 07:30:31-05:00,https://www.youtube.com/watch?v=lVJ6-B3poHo,February-2025,en,0.2400728166103363
5025,Ho gya,0,2025-02-02 18:39:53-05:00,Full Self-Driving (Supervised) | Tesla,2024-09-10 18:46:30-04:00,https://www.youtube.com/watch?v=TUDiG7PcLBs,February-2025,hu,-0.02054157853126526
6312,You can buy a fully loaded Toyota $30k - $35k high quality…!  Tesla builds a cheaply built car they can keep it…..,0,2025-02-23 19:19:56-05:00,"NEW $30,000 Tesla Model Q EV launching in less than 6 months time",2024-12-11 14:49:33-05:00,https://www.youtube.com/watch?v=XJeY-kiuv2A,February-2025,en,0.16433610022068024
6900,I like the new one,0,2025-02-23 01:33:22-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.9405585199128836
211,Enjoyed the review. Could you delve more into the battery life of the new model? Thanks!,0,2025-02-15 13:28:34-05:00,New Tesla Model 3 2024 review.,2023-09-02 05:33:43-04:00,https://www.youtube.com/watch?v=F8KUdvmW2EQ,February-2025,en,0.96337202610448
6910,"I have never seen a car that depreciate as much as Tesla. 
I have lost so much money on my model Y, its not even funny. 
I am not buying another tesla ever. I’m definately going to buy a car that holds its value and depreciates at a reasonable rate. 
Btw, its not about money, I hate feeling like ripped off",1,2025-02-17 21:51:22-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.8507480043917894
7495,All these manufacturing is nonunion,0,2025-02-14 05:20:47-05:00,2025 Tesla Model C: Elon Musk Announces The Game-Changing EV for the Masses! Never Been Cheaper. MIX,2025-02-13 07:30:31-05:00,https://www.youtube.com/watch?v=lVJ6-B3poHo,February-2025,en,-0.4307195395231247
216,"This dude is Tom Holland in 20 years, we are witnessing the future",2,2025-02-04 15:32:55-05:00,New Tesla Model 3 2024 review.,2023-09-02 05:33:43-04:00,https://www.youtube.com/watch?v=F8KUdvmW2EQ,February-2025,en,0.7585327299311757
6950,"34:28. Yeah, the explanation does not make sense to me too. They didn't want to admit the mistake when they removed that signal stalk out. That stalk is super helpful when there are a lot of big round-abouts in some cities.",0,2025-02-04 13:17:47-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.73279466945678
6734,"It could be made of gold and give me a bj. Until the board gives Elon the boot, it's just another corporation that sucks us dry while enriching itself. 🖕",0,2025-02-20 18:11:45-05:00,NEW Tesla Model Y REVEALED! – all changes in detail | What Car?,2025-01-24 01:00:26-05:00,https://www.youtube.com/watch?v=mkc6j0a4PB0,February-2025,en,-0.8373786024749279
5873,Junk.. one of them cut me off and I came back in my Ford 350 and the tesla truck ended in the ditch on its side..605 frwy 😂,2,2025-02-26 14:11:16-05:00,"2025 Tesla Cybertruck - Interior, Exterior and Features",2024-11-16 04:30:27-05:00,https://www.youtube.com/watch?v=pvB5ZTHQBGA,February-2025,en,-0.7374823540449142
6735,"superb car, superb company, superb CEO!!!",0,2025-02-11 08:03:05-05:00,NEW Tesla Model Y REVEALED! – all changes in detail | What Car?,2025-01-24 01:00:26-05:00,https://www.youtube.com/watch?v=mkc6j0a4PB0,February-2025,ca,0.8770319167524576
6951,"I'm enjoying this video, but I had to comment halfway through when I saw that passenger seat move forward for the automatic folding rear seats. Out of everything so far, that had to be the most amazing 😂. One of the little frustrations that I have with my Camry is when I try to put the rear seats down. Because I'm a tall individual, I always have to put my front seat forward before I can put the rear seats down. And because the front seats are electric and slow, it takes forever",0,2025-02-04 03:42:05-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.9292314043268561
6961,"My 2024 Performance Model Y has had the adaptive headlight technology for months, it was an OTA upgrade last year.",0,2025-02-02 12:19:41-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.38864749018102884
5878,I watched because Iwas curious about the interior. Nothing impressive.,3,2025-02-12 07:17:06-05:00,"2025 Tesla Cybertruck - Interior, Exterior and Features",2024-11-16 04:30:27-05:00,https://www.youtube.com/watch?v=pvB5ZTHQBGA,February-2025,en,-0.6360035426914692
215,Swasticar,0,2025-02-10 13:40:09-05:00,New Tesla Model 3 2024 review.,2023-09-02 05:33:43-04:00,https://www.youtube.com/watch?v=F8KUdvmW2EQ,February-2025,en,0.07105183601379395
6945,Comes with free Swastikas,2,2025-02-05 12:27:53-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.20951887592673302
4875,"""too much lean"" is a misunderstanding about the suspension geometry; double wishbone allows you more compliance (you know, the REASON you have suspension) while correctly handling the camber. Miata does the same thing. Both may need a bit of extra static camber for track use because stock alignment is a compromise for tire longevity. BMWs are stiffer and don't roll as much because they use McPherson struts, so you HAVE to stiffen it not to fall into the downward slope of the camber curve. Stiffer means you can't deal with bumps as well though.",1,2025-02-06 20:37:39-05:00,"NEW Tesla Model 3 Performance Review // More Like POOformance, Amirite?",2024-09-25 08:01:09-04:00,https://www.youtube.com/watch?v=s95xMWkqk-c,February-2025,en,-0.2260660007596016
4466,At least it appears that Tesla is pretty darn consistent.,0,2025-02-23 04:25:20-05:00,New Tesla Model 3 Performance v Old: DRAG RACE,2024-08-20 06:04:00-04:00,https://www.youtube.com/watch?v=gTbGSmBC6DE,February-2025,en,0.5490642637014389
15,Just got my first Tesla model Y and watching videos to get up to speed and refreshingly you're literally in the same town as me! 😂,0,2025-02-16 06:54:10-05:00,Tesla Model Y Review 6 Months Later - A BIG REGRET?!,2023-09-12 09:14:40-04:00,https://www.youtube.com/watch?v=aYmdZWwr7gs,February-2025,en,0.9098805389367044
6917,Hydrogen cars are coming! Beware!,0,2025-02-14 09:47:42-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.5278676524758339
6953,"Small fender bender crash , you have to replace boot lid, reverse lights , matrix les lights front camera and so on. Designwise will be better but userwise its not forgiving to small crashes as older model i think. Having a expensive matrix led headlight inside the bumper is a bad idea.",0,2025-02-03 15:25:03-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.7702002255246043
4879,14:52 my god is that a lopsided ugly design. They basically cost cutted and changed the front end but kept the same proportions of the old model 3 body exactly the same. So now it looks like a mushed in chinese fish front and then the rest of the car turns into the old model 3 blob.,0,2025-02-01 07:54:37-05:00,"NEW Tesla Model 3 Performance Review // More Like POOformance, Amirite?",2024-09-25 08:01:09-04:00,https://www.youtube.com/watch?v=s95xMWkqk-c,February-2025,en,-0.9191791648045182
6314,For the love of sanity it better have a screen in front of the driver!,0,2025-02-12 19:14:06-05:00,"NEW $30,000 Tesla Model Q EV launching in less than 6 months time",2024-12-11 14:49:33-05:00,https://www.youtube.com/watch?v=XJeY-kiuv2A,February-2025,en,-0.5046527087688446
6317,Elon Musk products should not be endorsed. He is evil,0,2025-02-05 20:53:52-05:00,"NEW $30,000 Tesla Model Q EV launching in less than 6 months time",2024-12-11 14:49:33-05:00,https://www.youtube.com/watch?v=XJeY-kiuv2A,February-2025,en,-0.9033002769574523
4033,If you buy a Tesla you are financing far-right neo Nazis,1,2025-02-12 05:06:14-05:00,NEW Tesla Model 3 Performance: 0-60mph & REVIEW,2024-07-08 06:10:50-04:00,https://www.youtube.com/watch?v=mmjN3Z4HcEI,February-2025,en,-0.7881110403686762
6924,"Out of Spec Reviews needs access to interview both Franz von Holzhausen and Lars Moravy. Just watch Jay Leno's review and Leno seems lost navigating questions. To ensure a productive and insightful conversation, we need someone like Kyle, with some EV background to have more of an informative interview. Leno has the top two guys and seems lost.",0,2025-02-11 15:36:56-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.34451876021921635
4870,Just your intros get you so many likes,0,2025-02-14 08:12:30-05:00,"NEW Tesla Model 3 Performance Review // More Like POOformance, Amirite?",2024-09-25 08:01:09-04:00,https://www.youtube.com/watch?v=s95xMWkqk-c,February-2025,en,0.6047108992934227
4874,What if they had called it model 3 sport? Or model 3 gt? Would you have thought it was great?  What do you think of Hagerty's coverage?,0,2025-02-07 16:25:53-05:00,"NEW Tesla Model 3 Performance Review // More Like POOformance, Amirite?",2024-09-25 08:01:09-04:00,https://www.youtube.com/watch?v=s95xMWkqk-c,February-2025,en,0.24308114498853683
6901,Booo fascism,1,2025-02-22 15:20:45-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,it,-0.3872228413820267
4604,LOL !!!! WORLD IS NOW BOYCOTTING EVERYTHING TESLA !!!,0,2025-02-05 13:27:55-05:00,"It Happened! Elon Musk Confirmed 3-New 2025 Tesla Models, SHOCK Price, Parameters Tech Inside!",2024-08-11 08:20:47-04:00,https://www.youtube.com/watch?v=J1G6l6jYg9w,February-2025,de,-0.04922804236412048
4872,13:30 haggerty did take it to willow springs. and it was barley slower than the M3 CS lol. no brake messages and no battery overheating.,5,2025-02-07 21:23:15-05:00,"NEW Tesla Model 3 Performance Review // More Like POOformance, Amirite?",2024-09-25 08:01:09-04:00,https://www.youtube.com/watch?v=s95xMWkqk-c,February-2025,en,0.6117358859628439
4032,"Apparently the sounds from the front are the mud/fender protectors scraping on the ground in corners. Tesla in their infinite wisdom, didn’t measure the clearance when the car is turning. A lot of people have been taking theirs off and trimming a half inch off the bottom",0,2025-02-12 10:37:06-05:00,NEW Tesla Model 3 Performance: 0-60mph & REVIEW,2024-07-08 06:10:50-04:00,https://www.youtube.com/watch?v=mmjN3Z4HcEI,February-2025,en,-0.535081135109067
6028,I used to love watching these vids especially the truck ones,0,2025-02-11 13:28:40-05:00,Tesla SUV v Ferrari v McLaren: DRAG RACE,2024-11-30 04:04:56-05:00,https://www.youtube.com/watch?v=JuoxGVMSj9Y,February-2025,en,0.87374831084162
6960,Isn’t the charging curve all about longevity? I’m pretty sure Tesla could make it 250 all the way. Or do they need to pack more cooling?,0,2025-02-02 16:05:05-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.10934100300073624
4871,That new SS model is nazi strong.,0,2025-02-09 05:46:00-05:00,"NEW Tesla Model 3 Performance Review // More Like POOformance, Amirite?",2024-09-25 08:01:09-04:00,https://www.youtube.com/watch?v=s95xMWkqk-c,February-2025,en,-0.5332904681563377
6021,Those cars losing to an SUV 😮sad,0,2025-02-24 08:01:47-05:00,Tesla SUV v Ferrari v McLaren: DRAG RACE,2024-11-30 04:04:56-05:00,https://www.youtube.com/watch?v=JuoxGVMSj9Y,February-2025,en,-0.8755154432728887
586,que lux ........,0,2025-02-04 20:48:50-05:00,2024 Tesla Model 3 Highland driving REVIEW,2023-10-27 07:00:09-04:00,https://www.youtube.com/watch?v=AKJwinM__nU,February-2025,fr,0.2470356523990631
6938,"Until Elon Musk either steps aside as CEO or sells Tesla, on principle, for moral and ethical reasons, I will NEVER buy a Tesla. The Nazi salute at the inauguration and his support for AfD in Germany are inexcusable. You should be ashamed to be reviewing his cars.",3,2025-02-07 11:45:04-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.8965758038684726
6500,Why is there so much misinformation on this?,0,2025-02-16 18:43:23-05:00,"2025 Tesla Model 2 Under $19,999 is HERE. Shocking First Look!",2024-12-21 10:30:25-05:00,https://www.youtube.com/watch?v=K9Rk8TAyfIk,February-2025,en,-0.9035545578226447
6926,tesla has an a**hole for a leader,2,2025-02-10 16:11:11-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.9082611538469791
212,👍,0,2025-02-14 08:12:38-05:00,New Tesla Model 3 2024 review.,2023-09-02 05:33:43-04:00,https://www.youtube.com/watch?v=F8KUdvmW2EQ,February-2025,unkown,0.4876689612865448
6959,I hate it....,0,2025-02-03 00:13:55-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.8457336332648993
6967,The front seat moving forward for the rear head rest retract is really an underrated perk.,1,2025-02-01 12:26:46-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.867777029518038
4473,"The difference is the wheels, bigger and heavier in the new one",0,2025-02-08 22:54:31-05:00,New Tesla Model 3 Performance v Old: DRAG RACE,2024-08-20 06:04:00-04:00,https://www.youtube.com/watch?v=gTbGSmBC6DE,February-2025,en,0.18275313079357147
7517,"Tesla keeps promising high-performance for cheap, but they’ve never been able to deliver on that consistently.",0,2025-02-13 05:03:12-05:00,2025 Tesla Model C: Elon Musk Announces The Game-Changing EV for the Masses! Never Been Cheaper. MIX,2025-02-13 07:30:31-05:00,https://www.youtube.com/watch?v=lVJ6-B3poHo,February-2025,en,-0.8183311987668276
6964,Will it come with Performance package?,0,2025-02-02 10:37:01-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.09442490246146917
3416,Suchismita musk johnny musk,0,2025-02-04 22:46:29-05:00,Designing The New Model 3 Performance | Tesla,2024-05-18 16:28:51-04:00,https://www.youtube.com/watch?v=wcd6H1bSnYI,February-2025,fi,-0.19463174045085907
7504,I wonder how long this video would be if it wasn't so repetitive?,0,2025-02-13 11:43:02-05:00,2025 Tesla Model C: Elon Musk Announces The Game-Changing EV for the Masses! Never Been Cheaper. MIX,2025-02-13 07:30:31-05:00,https://www.youtube.com/watch?v=lVJ6-B3poHo,February-2025,en,-0.4264656789600849
6968,It looks now like any Chinese car..what happened ! Beside the boring design its a great car.,0,2025-02-01 06:30:28-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,0.4812122508883476
6311,I’m going to buy a 2025 Toyota fully loaded before buying a cheaply built Tesla…l They need to build a cheaper Tesla without cutting quality….,0,2025-02-23 19:24:06-05:00,"NEW $30,000 Tesla Model Q EV launching in less than 6 months time",2024-12-11 14:49:33-05:00,https://www.youtube.com/watch?v=XJeY-kiuv2A,February-2025,en,-0.4031798988580704
6946,ugly badly made cheap car made by a crap company owned by a nazi,2,2025-02-05 09:25:04-05:00,Tesla Model Y Refresh Full Tour! My First Look At New Juniper Changes,2025-01-23 21:00:26-05:00,https://www.youtube.com/watch?v=Ts9RycgZhpw,February-2025,en,-0.9346752101555467
1395,"Me and over 300 thousand other European pre-order holders see this as an utter and complete failure and we wasted four years on NOTHING.
While a rust-free super tough work truck or preferably a work van would be perfect for Scandinavian winter, the long range - which will be at least halved in coldest winter days - was the main selling point.
Now instead of a rugged workhorse Elon came up with an unnecessarily complicated spaceship of a sport SUV with plenty of pointless thingamajigs that WILL eventually fail and leave you stranded, when that happens in the middle of nowhere at 4AM at -25C you are fuqed beyond all recognition and it will be of very little help that the turning circle was small when you can't drive the truck home due to a busted steering motor.
Not that it matters since no one in the company remembered to take in account the pedestrian safety regulations which even farm tractor manufacturers can easily adhere to and despite letting us reserve the trucks and taking our money we will never get a chance to own one.
With the price doubled, range halved, durability wasted on unnecessary hitech and ridiculous ""waste your cargo space on an extra battery that we aren't even manufacturing yet"" -contraption and the design choices clearly made by people who have never had to start a car covered in five inches of ice and snow, one has to think we may have dodged a bullet with this one. I'm just utterly disappointed in any case as I was SO looking forward to dailying an ultrabrutal Cyberpunk behemoth as my work truck.",0,2024-01-08 05:06:33-05:00,InsideEVs & Electrek say the Cybertruck is a DISASTROUS vanity project,2023-12-03 20:00:10-05:00,https://www.youtube.com/watch?v=NKHrYTyhtX0,January-2024,en,-0.860485415905714
1825,"Very blah, blah, blah.",0,2024-01-06 16:46:58-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,id,-0.8993158042430878
1804,"These ""extra"" taxes for EV's can be expected. Given the federal gas tax of 18.4 cents/gal, and state gas taxes (as an example, in Maryland) of 47 cent/gal, and assuming a fleet average of 24.3 mpg, an ICE vehicle owner who drive 10,000 miles per year will be paying something on the order of $72 to the feds and $185 to the state in gas taxes. That's $250 or so per year in highway maintenance revenues that ICE vehicle owners are paying that EV owners are not. We should not be surprised that governments will be seeking a way to recoup those lost revenues. It feels like a ""persecution"" of EV's because ICE vehicle owners don't ""feel"" that $250 since those fees are ""hidden"" in the price per gallon of gas. A better approach would be to charge everyone, ICE & EV, an annual registration fee based on milage driven, and redirect gas taxes to environmental clean-up.",0,2024-01-07 16:29:51-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.28344278782606125
1774,"EVs sales not looking good in fact Ford and GM are in trouble 😂 too expensive not reliable, the infrastructure don't even exist , ( EVs are a big scam)",0,2024-01-20 19:26:17-05:00,BYD New #1 In World BEV Sales! And Tesla Model Y Passes Model 3 In Cumulative Sales,2024-01-08 13:48:51-05:00,https://www.youtube.com/watch?v=k6ZXxx4hGfI,January-2024,en,-0.9301039846614003
1847,"Stop whining! If you have the big bucks for an electric toy, the taxes are no worries.",0,2024-01-06 01:01:14-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,0.16788765788078308
1901,"Fuel taxes are much higher than 3 %, so the justification is fuel taxes pay for roads and evs should too. If it makes the politicians in KY feel better, whatever. The problem in the U.S. is there are huge interests that don’t want evs, and not just the oil companies. Mechanics around the country are understandably uncomfortable with how the change to evs will affect them so they believe all the stories about evs trashing the roads, catching on fire, and needing new batteries after  50K miles. Dealerships are likewise worried about their businesses as are gas station owners. The adoption of evs will be a good thing, but it will be painful for those who have interests related to ice cars. Politicians and political consultants see that pain and target it. So we get these taxes targeted at evs.",1,2024-01-05 15:10:52-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.5061377808451653
1794,"In SC, they taxed by 2022 Bolt EV 2LT that cost about $30K for $1,000 the first year, and this year it dropped to $682.  But in SC, you have to pay property taxes on vehicles EVERY YEAR.  My 2020 Cadillac XT5 cost almost TWICE what the Bolt cost, but I have never paid anywhere close to the taxes that they steal from me on my Bolt.  Insurance is outrageous too.  Also more than my Cadillac.  My son in FL has a 2016 Tesla Model X and never pays any taxes each year.  I doubt any state is worse than SC.",0,2024-01-08 18:20:36-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.5725314766168594
1956,"There are more remote jobs now than 10 years ago.  Most of the remote workers wont be buying gas, so that revenue stream is drying up.  In 20 years time their will be more remote work, meaning less and less gas tax for collection...which helps to pave and maintain roads.  Also, in 20 years time the number of EVs on the road will increase exponentially compared to today.  Charging EVs and phev's a higher registration fee each year is only logical, as they will use no gas or less gas.  Those who continue to drive ice will pay normal fees plus the gas tax plus their associated ice mantinence.  In the long run...EVs win as they do not have the maintenance issues as ice.  Paying 200 anually, for example, is nothing compared to an ice maintenance when driving 10 to 15k annually.  Timing chain tensions fail, belts fail, pumps fail, spark plugs fail, coolant pumps fail(yes its different as EVs are not under heavy pressure like ice)...lifters fail, gaskets fail, brakes go bad...should i go on?  Never ending oil changes...which keep going up in price btw. 😂😂
Pay 200 or whatever anually and avoid all those mentioned braking parts and stupid oil changes...yah you win in the long run.",0,2024-01-05 12:18:16-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,0.034501269459724426
1811,"Here in Italy, gas fluctuates between €1.75 (AUD2.85) and €2.20 (AUD3.59) a liter. It's mostly tax.

We're talking about Billions of euros. How are they going to recuperate all that lost revenue if everyone goes electric?

Someone is going to take it up the backside and it's EV owners. Whether it's tax on electricity or whatever they decide, it's not going to end well for the public.",0,2024-01-07 03:34:55-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.44769993238151073
1860,"Follow the campaign contributions.  

See who is in control of the state house and governor and who gets contributions from Big Oil.  I’ll bet it is an exact match. 

You would think that the dying coal industry in Kentucky would support EVs since coal is still used to generate electricity that will charge the EVs, but Kentucky is heavily Republican and the party depends upon Big Oil for the campaign contributions.",0,2024-01-05 20:30:10-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.009778276085853577
1869,"Tag renewals are going up to $274 for EV‘s in tennessee by 2026.

It will literally be the highest EV tax in the entire United States. 

Politicians justification for it is they say that is the average that is paid by fuel tax for all cars. There are two big issues with this. 

1. They are going to collect both the federal and the state portion of that average and keep it in Tennessee. (Fed doesn’t have fuel tax alternative for EVs). 

2. EVs  are a lot more efficient than these huge gas guzzling vehicles Americans typically drive, so, even if they used fuel like hybrids, they wouldn’t use nearly as much fuel.

When this is all said and done, I will literally pay as much in tag renewals as I do annually for electricity, to fuel the car. It’s disgusting and I’m really disappointed in my state. Way to desensitize EVs for the masses! Imagine if ICE vehicle drivers had to pay an effective 100% fuel tax. Because that is what I am essentially going to be doing by 2026.",0,2024-01-05 18:37:02-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.5069818869233131
1775,Thanks,1,2024-01-13 17:28:33-05:00,BYD New #1 In World BEV Sales! And Tesla Model Y Passes Model 3 In Cumulative Sales,2024-01-08 13:48:51-05:00,https://www.youtube.com/watch?v=k6ZXxx4hGfI,January-2024,en,0.6810656264424324
1891,My thoughts are that offsetting lost taxes from fuel sales is a legitimate concern,1,2024-01-05 16:04:45-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.00035412609577178955
1390,"It doesn’t make sense when a 25k car could’ve actually sold well.  This is a niche Tesla fanboy vehicle that is hard to make and they don’t have the battery for- never-mind the lack of utility and 100k price.   

They missed having an economy car that could’ve actually sold well all over the world.  

Elon is making useless robots and this truck while byd is churning out affordable evs.

This is a big mistake that will be a disaster.",0,2024-01-17 14:39:21-05:00,InsideEVs & Electrek say the Cybertruck is a DISASTROUS vanity project,2023-12-03 20:00:10-05:00,https://www.youtube.com/watch?v=NKHrYTyhtX0,January-2024,en,-0.8565555764362216
807,pretty much if u want to be a bully just by this car. xD,0,2024-01-15 16:54:18-05:00,NEW Tesla Model S Plaid TRACK PACKAGE Review:  A 1020hp Game Changer | 4K,2023-10-14 08:00:23-04:00,https://www.youtube.com/watch?v=KuVHq39boj0,January-2024,en,-0.4970589652657509
1810,"It may be to mitigate CO2 emissions in response to climate change fears. In Kentucky almost all of their electricity is generated from fossil fuels, mainly coal. Given that new EV's hit the road with a much higher carbon footprint than ICE vehicles coupled with those same EV's being almost 100% powered by fossil fuel sources (the hidden CO2 so often ignored when talking EV's) they are very likely to produce much more CO2 than their ICE equivalents. I think Kentucky is just being pragmatic and environmentally responsible and basing things on actual outcomes instead of ideology.",0,2024-01-07 03:47:21-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.3204254135489464
1805,"Wow, Kentucky's extra tax seems downright reasonable compared to Utah. Here we get hit an extra $280/yr to own an EV PLUS a 10% municipality tax on electricity on top of the state sales tax of 8.3%.",0,2024-01-07 15:46:41-05:00,The American state where electric cars get taxed 3 times,2024-01-05 07:00:47-05:00,https://www.youtube.com/watch?v=o9Yoz2wm3NE,January-2024,en,-0.2732527107000351
